"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸"
"29830","ja","«×«ë«óâ§ÙÊê®","https://japanese.visitseoul.net/nature/pureun-arboretum-jp/JPP029796?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029796","152-140 «½«¦«ëã¼ÎúÖÕ?ùşÔ×31 ","08361 «½«¦«ëã¼«¯«í(ÎúÖÕ)?«è«ó«É«ó«í240 (ùşÔ×)«×«ë«óâ§ÙÊê®","+82-2-2686-3200","http://parks.seoul.go.kr/template/sub/pureun.do","5:00-22:00£¨«¤«Ù«ó«È¡¤ú¼ŞÀªÊªÉªËªèªê?ÔÑª¹ªëíŞùêª¬ª¢ªêªŞª¹£©*KST","?ìí","Ò´ñéÙíıÌ","ò¢ù»?1?àÊ¡¸«è«Ã«³«¯¡¹?1ÛãõóÏ¢,ªòõóªÆ¡¸«è«Ã«³«¯?Ñõİ»¡¹ïÎ×ºá¶ª«ªé6615Ûãò¨àÊ«Ğ«¹ªË?ó³ª·¡¢¡¸«×«ë«óâ§ÙÊê®¡¹,  187m"
"28294","ja","«µ«¸«¯(ŞäòÃ)Íëê®","https://japanese.visitseoul.net/nature/sajik-park-jp/JPP028280?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP028280","110-054 «½«¦«ëã¼ñ£ÖØ?ŞäòÃÔ×1-28 ","03027 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«µ«¸«¯«í9«®«ë5 (ŞäòÃÔ×)«µ«¸«¯(ŞäòÃ)ĞÎ×öÍëê®","+82-2-2148-2835","http://japanese.seoul.go.kr/Ü×Ùâ/«««ë«Á«ã?«¨«ó«¸«ç«¤/Íëê®/?pidx=4","","","Ò´ñéÙíıÌ","ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó(ïÙİ¤«½«¦«ë??)¡¹?1ÛãõóÏ¢,  337m"
"16324","ko","ºÏ¾Ç»ê ¾ß°æ","https://korean.visitseoul.net/nature/ºÏ¾Ç»ê-¾ß°æ/KOP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016324"," ¼­¿ï Á¾·Î±¸ ÆòÃ¢µ¿ »ê 6-17 ","03010 ¼­¿ï Á¾·Î±¸ ºÏ¾Ç»ê·Î 267 (ÆòÃ¢µ¿, ºÏ¾ÇÆÈ°¢Á¤) ","02-730-9924","","º½,°¡À»(3~4¿ù,9~10¿ù)  07:00 - 18:00 (16½Ã±îÁö ÀÔ»ê) ¿©¸§(5~8¿ù) 07:00 - 19:00 (17½Ã±îÁö ÀÔ»ê) °Ü¿ï(11~2¿ù) 09:00 - 17:00 (15½Ã±îÁö ÀÔ»ê)","¸ÅÀÏ","","ÁöÇÏÃ¶ 3È£¼± °æº¹±Ã¿ª 3¹ø Ãâ±¸, 7212, 7022, 1020 ¹ö½º Å¾½Â, ÀÚÇÏ¹®°í°³.À±µ¿ÁÖ¹®ÇĞ°ü Á¤·ùÀå ÇÏÂ÷,  807m "
"3136","ko","Ã»¿î°ø¿ø","https://korean.visitseoul.net/nature/Ã»¿î°ø¿ø/KOP003136?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003136"," ¼­¿ï½Ã Á¾·Î±¸ Ã»¿îµ¿ 3-55 ","03046 ¼­¿ï½Ã Á¾·Î±¸ Ã¢ÀÇ¹®·Î 119 (Ã»¿îµ¿) ","","","","","","ÁöÇÏÃ¶ 3È£¼± °æº¹±Ã¿ª 3¹ø Ãâ±¸, Áö¼±¹ö½º 7022, 1020, 7012¹ø Å¾½Â, ÀÚÇÏ¹®°í°³.À±µ¿ÁÖ¹®ÇĞ°ü Á¤·ùÀå, 194m "
"39708","ko","Ãá´çÁö","https://korean.visitseoul.net/nature/Ãá´çÁö/KOP039629?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039629"," ¼­¿ï Á¾·Î±¸ ¿Í·æµ¿ 2-1 ","03072 ¼­¿ï Á¾·Î±¸ Ã¢°æ±Ã·Î 185 (¿Í·æµ¿, Ã¢°æ±Ã) "," 02-762-4868 ","https://royal.khs.go.kr/ROYAL/contents/menuInfo-cgg.do?grpCode=cgg","09:00 ~ 20:00 (¸ÅÇ¥ ¹× ÀÔÀå½Ã°£) 09:00 ~ 21:00 (°ü¶÷½Ã°£)","È­¿äÀÏ~ÀÏ¿äÀÏ","¸ÅÁÖ ¿ù¿äÀÏ (ÈŞ¹«ÀÏÀÌ °øÈŞÀÏÀÏ °æ¿ì ÀÍÀÏ ÈŞ¹«)","ÁöÇÏÃ¶ 4È£¼± ÇıÈ­¿ª 4¹ø Ãâ±¸,  994m"
"1579","ko","Å¾°ñ°ø¿ø","https://korean.visitseoul.net/nature/Å¾°ñ°ø¿ø/KOP001577?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001577","110-122 ¼­¿ï Á¾·Î±¸ Á¾·Î2°¡ 38-1","110-122 ¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î 99 (Á¾·Î2°¡) ","02-731-0534","http://parks.seoul.go.kr/parks/detailView.do?pIdx=60","ÇÏÀı±â (3¿ù~10¿ù)        09:00 ~ 18:00 µ¿Àı±â (11¿ù~2¿ù)        09:00 ~17:00","¸ÅÀÏ","","ÁöÇÏÃ¶ 1/3/5È£¼± Á¾·Î3°¡¿ª 1¹ø Ãâ±¸,  249m ÁöÇÏÃ¶ 1È£¼± Á¾°¢¿ª 3¹ø Ãâ±¸,  413m"
"6606","ko","Åä¼º»ê¼º¾î¿ï±æ","https://korean.visitseoul.net/nature/Åä¼º»ê¼º¾î¿ï±æ/KOP006603?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP006603"," ¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 88-3 ¿Ã¸²ÇÈ°ø¿ø ","05540 ¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿Ã¸²ÇÈ·Î 424  (¹æÀÌµ¿) ¿Ã¸²ÇÈ°ø¿ø","02-2147-2000","","","","","ÁöÇÏÃ¶ 8È£¼± ¸ùÃÌÅä¼º¿ª 1¹ø Ãâ±¸,  341m"
"1981","ko","Áß¶ûÃµ Á¦¹æ","https://korean.visitseoul.net/nature/ÇÏÀÌ¸Şµğ/KOP001981?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001981","01770 ¼­¿ï Áß¶û±¸ ¸é¸ñµ¿ ÀÏ´ë","01770 ¼­¿ï Áß¶û±¸ ¸é¸ñµ¿ ÀÏ´ë ","02-938-9520","https://www.jrecocenter.or.kr/","","","","ÁöÇÏÃ¶ 7È£¼± ÁßÈ­¿ª 3¹ø Ãâ±¸, ¾à 685m  ÁöÇÏÃ¶ 1È£¼± ½ÅÀÌ¹®¿ª 3¹ø Ãâ±¸, ¾à 523m  ÁöÇÏÃ¶ 1È£¼± ¿Ü´ë¾Õ¿ª 2¹ø Ãâ±¸, ¾à 697m"
"15060","ko","ÇÑ°­","https://korean.visitseoul.net/nature/ÇÑ°­/KOP015060?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP015060","150-010 ¼­¿ï ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 2 ","07243 ¼­¿ï ¿µµîÆ÷±¸ ¿©ÀÇ°ø¿ø·Î 68 ","(ÁÖ) 02-120 (¾ß) 3780-0777","http://hangang.seoul.go.kr/","","","","ÁöÇÏÃ¶ 5È£¼± ¿©ÀÇ³ª·ç¿ª 1¹ø Ãâ±¸,  245m "
"39322","en","Yongmasan Mountain","https://english.visitseoul.net/nature/Yongmasan-Mountain/ENP039305?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP039305"," 1-4, Myeonmok-dong, Jungnang-gu, Seoul ","02257 250-12, Yongmasan-ro, Jungnang-gu, Seoul (Yongma Bae Suji, Yongmasan Dolsan Park)","+82-2-2094-2340","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200597","","Daily","","Subway Line 7  Yongmasan Station  Exit 2,  553m"
"51187","zh-TW","×£Ø©ß£ô¸ÍöÜÆÔ³ÎºÌØÓæ","https://tchinese.visitseoul.net/nature/YongmasanSkywalk/TCP998h6q?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP998h6q"," âÏì³÷åÜ¬ã¼ñéÕÈÏ¡ØüÙÌÔ×âÏì³ÜÆÔ³ğ¯4ÖØàÊ£¨ØÎéØ?×£Ø©ß££©Ò®îÜ×£Ø©ß£ô¸ÍöÜÆÔ³ÎºÌØÓæ ","02196 âÏì³÷åÜ¬ã¼ñéÕÈÏ¡ØüÙÌÔ×âÏì³ÜÆÔ³ğ¯4ÖØàÊ£¨ØÎéØ?×£Ø©ß££©Ò®îÜ×£Ø©ß£ô¸ÍöÜÆÔ³ÎºÌØÓæ ","+82-2-2094-2382","https://gil.seoul.go.kr/index.do","ã¼ÚÅë´ÕÂÊøö´ãÁÊà £º9:00ò¸17:00íÕãÁËÒÛ¯£¨ò¸2025Ò´11êÅ28ìí£© *ó®ı­çèÍªîïØüËÒÛ¯¡£ ","","","ò¢ôÑ7ûÜàÊŞÌÊ¢ïÍó×4ûÜõóÏ¢£¬2.4km"
"29939","ja","«¤«Á«ç«ó¡¤«Ï«ó«¬«ó(ì£õ½¡¤ùÓË°)Íëê®","https://japanese.visitseoul.net/nature/ichon-hangang-park-jp/JPP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003617","140-031 «½«¦«ëã¼×£ß£?ì£õ½Ô×302-17 ","04427 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«¤«Á«ç«ó«í72«®«ë62 (ì£õ½Ô×)","+82-2-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","ò¢ù»?«­«ç«ó«¤¡¤«Á«å«ó«¢«ó(ÌÈëù?ñéäç)àÊ/4?àÊ¡¸«¤«Á«ç«ó?(?Ø¡ñéäçÚÏÚªÎ½)¡¹?4ÛãõóÏ¢,  1.2km"
"24247","zh-TW","ÌÈõğàÊ×ùÔ³","https://tchinese.visitseoul.net/nature/ÌÈõğàÊ×ùÔ³/TCP023601?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP023601","139-873 âÏì³ã¼ÖÖê«Ï¡ù»Í¢Ô× ","01863 âÏì³ã¼ÖÖê«Ï¡Íî×ÕÖØ55Ê¶88 ","+82-2-3783-5977","","24á³ãÁ","","","1ûÜàÊêÅÍ¢ó×1ûÜõóÏ¢ÜÆú¼5İÂñ¤ 6ûÜàÊü£?Óæó×2¡¢4ûÜõóÏ¢ÜÆú¼1İÂñ¤"
"39384","zh-TW","ìÒèİß£å¨ÌØ","https://tchinese.visitseoul.net/nature/ìÒèİß£å¨ÌØ/TCP039306?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP039306"," âÏì³ã¼ñ¤ÖØÏ¡Ùìä¿Ô×ß£2-7 ","03023 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡ŞäòÃÔ×ß£1-24ìÒèİß£Ôôß£Ô³ìıÏ¢ ","+82-2-2148-1114","","","Øßìí","","ò¢ôÑ3ûÜàÊ Ô¼Ø¡Ú¦ó× 3-1ûÜõóÏ¢,  825m"
"24648","zh-CN","ß²ÎÃ?","https://chinese.visitseoul.net/nature/some-sevit-cn/CNP024645?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP024645","137-040 âÏ?÷å?ã¼ßúõ®??øİÔ×683 ","06500 Sebitseom, 2085-14 âÏ?ßúõ®??×ùù¯ĞºÓŞÖØ ","1566-3433","https://www.somesevit.co.kr/kr/index.do","11:00ò¸22:00","ñ²ìéò¸ñ²ìí","Ò´?ÙéıÌ","ò¢?3/7/9??  ÍÔáÜ÷éŞÍËÔ?ó×  8-1?õóÏ¢,  650m"
"37393","ja","«¢«ó«µ«ó(äÓß£)","https://japanese.visitseoul.net/nature/«¢«ó«µ«ó/JPP037364?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037364"," «½«¦«ëã¼«½«Ç«à«ó«°(à¤ÓŞÚ¦)?«İ«ó«¦«©«ó«É«ó(ÜåêªÔ×)ß£2-11 ","03721 «½«¦«ë«½«Ç«à«ó(à¤ÓŞ?)?Üåê«ŞÑÖØ75-66£¨«Ü«ó«¦«©«ó«É«ó£© ","+82-2-330-1114","","?ìí","","","ò¢ù»?3?àÊ¡¸«à«¢«¯«Á«§¡¹?4ÛãõóÏ¢,  633m"
"4066","ja","«­«ë«É«ó(ÑÎÔ×)í»æÔßæ÷¾Íëê®","https://japanese.visitseoul.net/nature/«­«ë«É«óÑÎÔ×í»æÔßæ÷¾Íëê®/JPP004063?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP004063","134-060 «½«¦«ëã¼Ë°ÔÔ?ÑÎÔ× 3","134-060 «½«¦«ëã¼«««ó«É«ó(Ë°ÔÔ)?«Á«ç«ó«Û«Ç«í1298 (ÑÎÔ×)","+82-2-472-2770","http://parks.seoul.go.kr/gildong","ûıèøìí~ìíèøìí 09:00-16:00 (KST)","","?åöãÁÊà êÅèøïÒıÌ","ò¢ù»?5?àÊ¡¸«­«ë«É«ó¡¹? 2ÛãõóÏ¢,  1.4km"
"37984","ja","«¹«½«ó«É«ó«²«´«¯(â©?Ô×?ÍÛ)","https://japanese.visitseoul.net/nature/«¹«½«ó«É«ó«²«´«¯â©?Ô×?ÍÛ/JPP037952?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037952"," «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«ª«®«óÔ×185-3 ","03034 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«ª«®«óÔ×185-3 «¹«½«ó«É«ó«²«´«¯(â©?Ô×?ÍÛ)","+82-2-2148-2844","","24ãÁÊà¡¢Ò´ñéÙíıÌ","","","ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó(ïÙİ¤«½«¦«ë??)¡¹?3ÛãõóÏ¢, «Á«ç«ó«Î(ñ¤ÖØ)09Ûã«Ğ«¹ªË?ó³ª·¡¸«Ñ«¯¡¤«Î«¹(ÚÓÖÛáø)Ú¸âúÎ½¡¹ïÎë§á¶ù»ó³ª«ªé406m"
"47454","ja","«½«¦«ëÔ´ãıÔôß£?ÎÃ«»«ó«¿? «¯«¡«Ê«¯«µ«ó(Î®ä¿ß£)","https://japanese.visitseoul.net/nature/«½«¦«ë«»«ó«¿?-«¯«¡«Ê«¯«µ«ó/JPP610oon?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP610oon"," «½«¦«ëÎ®ä¿?ãæ×ùÔ×211 ","08825 «½«¦«ëã¼«¯«¡«Ê«¯(Î®ä¿)?«·«ó«ê«à«í23¡¢«¯«¡«Ê«¯«µ«ó(«½«¦«ëÓŞ)?Ï°?  ","1533-2162","https://www.seoulhiking.or.kr","09:00 - 18:00","ÙÊèøìí?ûıèøìí","â©èøìí","ò¢? «·«ó«ê«ààÊ  ¡¸ «¯«¡«Ê«¯«µ«ó(«½«¦«ëÓŞ)¡¹? 1ÛãõóÏ¢ Ï°?"
"39768","ja","«½«ê«×«ëÍëê®","https://japanese.visitseoul.net/nature/«½«ê«×«ëÍëê®/JPP039706?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP039706"," «½«¦«ëßúõ®?«Ğ«ó«Ú«É«ó126-1 «½«ê«×«ëÍëê®","06661 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«½«Á«ç«Ç«í(ßúõ®ÓŞÖØ)160-7 ","+82-2-2155-6861","","","?ìí","","ò¢ù»?7?àÊ¡¸«Í«Ğ«ó¡¹?1ÛãõóÏ¢,  977m"
"11398","en","Ttukseom Hangang Park","https://english.visitseoul.net/nature/Ttukseom-Hangang-Park/ENP011395?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP011395","05097 704-1, Ttukseom Hangang Park Jayang-dong Gwangjin-gu, Seoul ","05097 139, Gangbyeonbuk-ro, Gwangjin-gu, Seoul ","+82-2-3780-0521","","","","","Subway Line 7  Jayang Station  Exits 2,  192m"
"43766","ko","¶Ò¼¶ÇÑ°­°ø¿ø","https://korean.visitseoul.net/nature/TtukseomHangngRiverpark/KOPbdyynw?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPbdyynw"," ¼­¿ï ±¤Áø±¸ ÀÚ¾çµ¿ 704-2 ","05097 ¼­¿ï ±¤Áø±¸ °­º¯ºÏ·Î 2273 (ÇÑ°­°ø¿ø¶Ò¼¶¾È³»¼¾ÅÍ) ","02-3780-0521","https://hangang.seoul.go.kr/www/contents/654.do?mid=449","","","","ÁöÇÏÃ¶ 7È£¼± ÀÚ¾ç¿ª 2¹ø Ãâ±¸,  438m"
"3841","ja","«¤«Ì«¡«ó«µ«ó(ìÒèİß£)","https://japanese.visitseoul.net/nature/Inwangsan-Mountain-JP/JPP003840?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003840","110-080 «½«¦«ëã¼ñ£ÖØ?Ùìä¿Ô× ","110-080 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«È«ó«¤«ë«í18«¬«®«ë20(«à«¢«¯Ô×) ","+82-2-2148-2834~5","","","?ìí","","ò¢ù»?3?àÊ¡¸«È«ó«Ë«ó«à«ó¡¹?3-1ÛãõóÏ¢,  825m"
"29871","en","Jamsil Hangang Park","https://english.visitseoul.net/nature/Jamsil-Hangang-Park/ENP004023?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP004023","138-220 1-1, Jamsil-dong, Songpa-gu, Seoul ","138-220 65, Hangaram-ro, Songpa-gu, Seoul ","+82-2-3780-0511","http://english.seoul.go.kr/service/amusement/hangang/00-parks-hangang-river/","","","","Subway  Line 2/8  Jamsil Station  Exit 5,  1.4km "
"29873","en","Jamwon Hangang Park","https://english.visitseoul.net/nature/Jamwon-Hangang-Park/ENP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002909","137-030 121, Jamwon-dong, Seocho-gu, Seoul ","06513 221-124, Jamwon-ro, Seocho-gu, Seoul ","+82-2-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","Subway Line 3  Jamwon Station  Exit 4,  1.2km "
"43285","en","Jungnangcheon Stream Embankment","https://english.visitseoul.net/nature/JungnangcheonStreamEmbankment/ENP001981?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001981","01770 The whole area of ??Myeonmok-dong, Jungnang-gu, Seoul ","01770 The whole area of ??Myeonmok-dong, Jungnang-gu, Seoul ","+82-2-938-9520","https://www.jrecocenter.or.kr/","","","","Subway Line 7 Junghwa Station Exit 3,  685m  Subway Line 1 Singimun Station Exit 3,  523m Subway Line 1 Hankuk University of Foreign Studies Station Exit 2,  697m"
"42171","en","Kkummaru(Dream Park) in Children's Grand Park","https://english.visitseoul.net/nature/KkummaruDream-Park-in-Childrens-Grand-Park/ENP042170?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP042170","  ","04991 216, Neungdong-ro, Gwangjin-gu, Seoul ","+82-2-450-9311","","Cafe hours vary","","","Subway  Line 7  Children's Grand Park Station  Exit 1,  434m"
"28662","en","Mangwon Hangang Park","https://english.visitseoul.net/nature/Mangwon-Hangang-Park/ENP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002841","121-230 205-4, Mangwon-dong, Mapo-gu, Seoul ","04005 467, Maponaru-gil, Mapo-gu, Seoul ","+82-2-3780-0601","http://english.seoul.go.kr/service/amusement/hangang/00-parks-hangang-river/","","","","Subway Line 6  Mangwon Station  Exit 2,  1.5km"
"2212","en","Mongchontoseong Fortress","https://english.visitseoul.net/nature/Mongchontoseong/ENP002210?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002210","138-050 88, Bangi-dong, Songpa-gu, Seoul (Olympic Park)","05540 424, Olympic-ro, Songpa-gu, Seoul ","+82-2-2147-2001","","Mongchontoseong Fortress, Daily 05:00 - 22:00 (Cars permitted 06:00 - 22:00) Mongchontoseong Museum of History, Daily 09:00 - 18:00 *Closed Mondays*","","","Subway Line 8  Mongchontoseong Station  Exit 1,  1.1km"
"3702","en","Naksan Park","https://english.visitseoul.net/nature/Naksan-Park/ENP003700?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003700","110-510 2-10, Dongsung-dong, Jongno-gu, Seoul ","03085 41, Naksan-gil, Jongno-gu, Seoul ","+82-2-743-7985","http://parks.seoul.go.kr/template/sub/naksan.do","Naksan Exhibition Hall: 09:00 - 18:00 (Winter 09:00 - 17:00) (KST) Park is open 24 hours","","","Subway Line 4, Hyehwa Station, Exit 2,  491m"
"16398","en","Naksan Park at Night","https://english.visitseoul.net/nature/Naksan-Park-At-Night/ENP016320?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP016320"," 2-10, mountain, Dongsung-dong, Jongno-gu, Seoul, Korea ","03085 41, Naksan-gil, Jongno-gu, Seoul, Korea (µ¿¼şµ¿) ","+82-2-743-7985","http://parks.seoul.go.kr/template/sub/naksan.do","","","","Subway Line 4  Hyehwa Station  Exit 2,  627m"
"48906","ko","³²»ê µÑ·¹±æ","https://korean.visitseoul.net/nature/Namsan-Trails/KOP9jn7zj?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP9jn7zj"," ¼­¿ï ¿ë»ê±¸ ¿ë»êµ¿2°¡ »ê 1-3 ","04340 ¼­¿ï ¿ë»ê±¸ ³²»ê°ø¿ø±æ 126 (³²»ê°ø¿ø ¾È³»¼¾ÅÍ) ","¼­¿ïµÑ·¹±æ ¾È³»¼¾ÅÍ 02-779-7902~4","https://gil.seoul.go.kr/index.do","","","","ÁöÇÏÃ¶ 4È£¼± È¸Çö¿ª 4¹øÃâ±¸, 2.6km"
"51189","zh-CN","Ñõß£ô¸Íö×ù?Ô³","https://chinese.visitseoul.net/nature/NamsanSkyForestRoad/CNP5nlj26?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP5nlj26"," âÏ?ã¼?ß£?áÈêÅÖØ109 Ñõß£???Û± áÈêÅïÔêÂ ","04340 âÏ?ã¼?ß£?áÈêÅÖØ109 Ñõß£???Û± áÈêÅïÔêÂ ","+82-2-3783-5995","https://gil.seoul.go.kr/index.do","","","","ò¢?4????ó×4?õóÏ¢£¬1.1km ò¢?1/4??/Ïõ??Ô³/ÌÈ?ñéäç?âÏ?ó×10?õóÏ¢£¬1.2km"
"16456","zh-TW","İÁä¿ß£å¨ÌØ","https://tchinese.visitseoul.net/nature/İÁä¿ß£å¨ÌØ-TC/TCP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP016324"," âÏì³ã¼ñ¤ÖØÏ¡øÁóãÔ×6-17ûÜß£ ","03010 âÏì³ã¼ñ£ÖØÏ¡İÁäÀß£ÖØ267   ","+82-2-730-9924","","3~4êÅ,9~10êÅ£º07:00~18:00 5~8êÅ£º07:00~19:00 11~2êÅ£º09:00~17:00","","","ò¢ôÑ3ûÜàÊ ÌØÜØÏàó× 3ûÜõóÏ¢,  ã«ñ¦7212¡¢7022¡¢1020ûÜÍëó³£¬ò¸í¹ùÇÚ¦Öº¡¢ëÅÔÔñºÙşùÊÎ½Íëó³ó×ù»ó³£¬î¢ÜÆú¼807m"
"29848","zh-TW","òĞÎ°ŞÑÍ¢ÍÛ","https://tchinese.visitseoul.net/nature/òĞÎ°ŞÑÍ¢ÍÛ/TCP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029800","122-200 âÏì³ã¼ëÚøÁÏ¡òĞÎ°Ô×354 ","03308 âÏì³ã¼ëÚøÁÏ¡òĞÎ°Ê¶73 (òĞÎ°Ô×¡¢òĞÎ°ŞÑ) ","","","","","","ò¢ôÑ3ûÜàÊ ÏÁ?ø¢ó× 2ûÜõóÏ¢£¬÷³ã«7,211ûÜÍëó³£¬î¤1.4Íë×ìèâîÜü£í­¡¢ß²ô¶ŞÑ¡¢òĞèÇŞÑìıÏ¢ô¥ù»ó³"
"22174","zh-TW","?ê£Íëê®","https://tchinese.visitseoul.net/nature/?ê£Íëê®/TCP003136?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003136"," âÏì³ã¼ñ£ÖØÏ¡?ê£Ô×3-55 ","03046 âÏì³ã¼ñ£ÖØÏ¡óàëùÚ¦ÖØ119 (?ê£Ô×) ","","","","","","ò¢ôÑ3ûÜàÊ ÌØÜØÏàó× 3ûÜõóÏ¢,  ã«ñ¦7212¡¢7022¡¢1020ûÜÍëó³£¬ò¸í¹ùÇÚ¦Öº¡¢ëÅÔÔñºÙşùÊÎ½Íëó³ó×,  194m"
"15082","zh-TW","ùÓË°","https://tchinese.visitseoul.net/nature/ùÓË°/TCP015060?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP015060","150-010 âÏì³çµÔôøİÏ¡æ£ëøÓöÔ× ","07243 âÏì³ã¼çµÔôøİÏ¡æ£ëøÍëê®ÖØ68 ","+82-2-120/3780-0777","https://hangang.seoul.go.kr/","","","","ò¢ôÑ5ûÜàÊ æ£ëøÔ¤Ï¢ó× 1ûÜõóÏ¢,  245m"
"29861","en","Samcheonsa Valley","https://english.visitseoul.net/nature/Samcheonsa-Valley/ENP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP029802","122-200 25-2, Jingwan-dong, Eunpyeong-gu, Seoul ","03308 127, Yeonseo-ro 54-gil, Eunpyeong-gu, Seoul ","","","","","","Subway Line 3  Gupabal Station  Exit 2,   take bus 7211, and get off at Hanago, Samcheonsa, and Jingwansa entrances (1.7 km)."
"3631","zh-CN","Ñõß£Íë?  ","https://chinese.visitseoul.net/nature/Ñõß£Íë?/CNP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003631","140-190 âÏ?÷å?ã¼ñé???Ô×ß£5-85 ","04628 âÏ?÷å?ã¼ñé?ß²ìéÓŞÖØ 231 ","+82-2-3783-5900","http://parks.seoul.go.kr/namsan","ÖüØĞ÷» 10:00~22:30 ?? 10:00~23:00 äÌñìĞÆ?ŞÍ?Ò·? 3~10êÅ 10:00~18:00 11~2êÅ 10:00~17:00","","","ò¢?4??  ??ó×  4?õóÏ¢,  923m ò¢?4??  Ù¥Ô×ó×  3?õóÏ¢,  846m"
"3635","zh-TW","Ñõß£Íëê® ","https://tchinese.visitseoul.net/nature/Ñõß£Íëê®-³²»ê°ø¿ø/TCP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003631","140-190 âÏì³÷åÜ¬ã¼ñéÏ¡ÖÉíŞÔ×ß£5-85 ","04628 âÏì³ã¼ñéÏ¡ß²ìéÓŞÖØ231 ","+82-2-3783-5900","http://parks.seoul.go.kr/namsan","ÖüØĞÓæ 10:00~22:30 Õ¿ó³ 10:00~23:00 äÌñìĞÆëùŞÍÑÀÒ·Î½ 3~10êÅ 10:00~18:00 11~2êÅ 10:00~17:00","","","ò¢ôÑ4ûÜàÊ  üåúçó×  4ûÜõóÏ¢,  923m ò¢ôÑ4ûÜàÊ  Ù¥Ô×ó×  3ûÜõóÏ¢,  846m"
"35907","zh-TW","ùÓË°çİâúÍëê®","https://tchinese.visitseoul.net/nature/ùÓË°çİâúÍëê®/TCP035118?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP035118"," âÏì³÷åÜ¬ã¼çµÔôøİÏ¡æ£ëøÓöÔ× 8 ","07337   âÏì³÷åÜ¬ã¼çµÔôøİÏ¡æ£ëøÓöÖØ330   /æ£ëøÓöùÓË°Íëê®, ì£õ½ùÓË°Íëê®(ØßËìíÂù¡ÊÀì¶)","","","24á³ãÁ","îïÒ´ÙíıÌ","","ØßËìíÂù¡ÊÀì¶ "
